,KOTAKBANK.NS.Close,,SBIN.NS.Close,,AXISBANK.NS.Adjusted,,HDFCBANK.NS.Close
18/08/2015,705.099976,19/08/2015,278,2015-08-19,543.527283,19/08/2015,1081.849976
19/08/2015,712.400024,20/08/2015,270.549988,2015-08-20,523.316711,20/08/2015,1074.699951
20/08/2015,697.450012,21/08/2015,267.5,2015-08-21,515.369873,21/08/2015,1061.300049
21/08/2015,688,24/08/2015,245.399994,2015-08-24,472.937408,24/08/2015,1019.049988
24/08/2015,647.599976,25/08/2015,253.350006,2015-08-25,493.442352,25/08/2015,1018.450012
25/08/2015,639.450012,26/08/2015,245.699997,2015-08-26,486.231293,26/08/2015,1013.5
26/08/2015,627.25,27/08/2015,249.449997,2015-08-27,499.62326,27/08/2015,1022.099976
27/08/2015,650.400024,28/08/2015,248.949997,2015-08-28,498.544037,28/08/2015,1027.949951
28/08/2015,647.450012,31/08/2015,247.350006,2015-08-31,498.151611,31/08/2015,1027.449951
31/08/2015,651.700012,01/09/2015,239.100006,2015-09-01,471.024292,01/09/2015,1000.099976
01/09/2015,613.75,02/09/2015,230.550003,2015-09-02,457.77948,02/09/2015,995.150024
02/09/2015,608.700012,03/09/2015,232.25,2015-09-03,477.69574,03/09/2015,1010.299988
03/09/2015,627.099976,04/09/2015,225.149994,2015-09-04,459.153015,04/09/2015,996.049988
04/09/2015,606.299988,07/09/2015,221.100006,2015-09-07,441.34613,07/09/2015,984.450012
07/09/2015,600.650024,08/09/2015,228.350006,2015-09-08,464.941498,08/09/2015,1004.049988
08/09/2015,620.400024,09/09/2015,231.649994,2015-09-09,477.058044,09/09/2015,1016.299988
09/09/2015,634.700012,10/09/2015,227.449997,2015-09-10,473.477051,10/09/2015,1011
10/09/2015,635.299988,11/09/2015,230.100006,2015-09-11,472.152557,11/09/2015,1010.5
11/09/2015,631.25,14/09/2015,235.25,2015-09-14,486.819946,14/09/2015,1019.700012
14/09/2015,645.75,15/09/2015,232.899994,2015-09-15,472.790283,15/09/2015,1013.150024
15/09/2015,640,16/09/2015,236.800003,2015-09-16,484.906799,16/09/2015,1023.349976
16/09/2015,641,18/09/2015,242,2015-09-18,507.668243,18/09/2015,1049.75
18/09/2015,657.400024,21/09/2015,245.25,2015-09-21,518.018799,21/09/2015,1052.949951
21/09/2015,665.450012,22/09/2015,237.949997,2015-09-22,500.064758,22/09/2015,1030.650024
22/09/2015,642.700012,23/09/2015,239.850006,2015-09-23,502.026947,23/09/2015,1049.199951
23/09/2015,658.650024,24/09/2015,239.050003,2015-09-24,504.234406,24/09/2015,1051.400024
24/09/2015,654.450012,28/09/2015,239.449997,2015-09-28,497.12146,28/09/2015,1046.400024
28/09/2015,641.099976,29/09/2015,241.899994,2015-09-29,494.963043,29/09/2015,1064.800049
29/09/2015,651.5,30/09/2015,237.149994,2015-09-30,486.280334,30/09/2015,1068.800049
30/09/2015,648.099976,01/10/2015,235.149994,2015-10-01,486.868988,01/10/2015,1067.650024
01/10/2015,640.849976,05/10/2015,240,2015-10-05,503.547638,05/10/2015,1098.349976
05/10/2015,653.049988,06/10/2015,240.100006,2015-10-06,496.827118,06/10/2015,1085.949951
06/10/2015,655.75,07/10/2015,243.550003,2015-10-07,487.408569,07/10/2015,1087.75
07/10/2015,660.5,08/10/2015,243.300003,2015-10-08,482.208771,08/10/2015,1083.099976
08/10/2015,653.599976,09/10/2015,243.449997,2015-10-09,481.17865,09/10/2015,1086.150024
09/10/2015,659.5,12/10/2015,244.550003,2015-10-12,477.842896,12/10/2015,1080.550049
12/10/2015,662.049988,13/10/2015,243.800003,2015-10-13,481.620117,13/10/2015,1076.349976
13/10/2015,656.049988,14/10/2015,244.25,2015-10-14,486.133179,14/10/2015,1084.75
14/10/2015,652.849976,15/10/2015,248.949997,2015-10-15,489.272705,15/10/2015,1084.150024
15/10/2015,653.450012,16/10/2015,256.799988,2015-10-16,495.453583,16/10/2015,1100.050049
16/10/2015,659.299988,19/10/2015,254.5,2015-10-19,497.072388,19/10/2015,1097.800049
19/10/2015,658.349976,20/10/2015,254.850006,2015-10-20,499.770416,20/10/2015,1094.900024
20/10/2015,654.049988,21/10/2015,249.800003,2015-10-21,502.075989,21/10/2015,1095
21/10/2015,656.599976,23/10/2015,253.399994,2015-10-23,515.713257,23/10/2015,1108.5
23/10/2015,665.200012,26/10/2015,251.25,2015-10-26,511.200195,26/10/2015,1101.5
26/10/2015,661.900024,27/10/2015,248.800003,2015-10-27,511.936005,27/10/2015,1110.900024
27/10/2015,660.450012,28/10/2015,242.050003,2015-10-28,473.771362,28/10/2015,1111.5
28/10/2015,671.450012,29/10/2015,236.949997,2015-10-29,460.085083,29/10/2015,1103.550049
29/10/2015,664,30/10/2015,237.050003,2015-10-30,466.413147,30/10/2015,1099.599976
30/10/2015,687.650024,02/11/2015,236.899994,2015-11-02,469.20929,02/11/2015,1083.099976
02/11/2015,686.5,03/11/2015,235.949997,2015-11-03,465.677338,03/11/2015,1084.900024
03/11/2015,683.099976,04/11/2015,239,2015-11-04,463.567963,04/11/2015,1081.699951
04/11/2015,672.849976,05/11/2015,233.899994,2015-11-05,455.03241,05/11/2015,1079.849976
05/11/2015,650.599976,06/11/2015,243,2015-11-06,456.356903,06/11/2015,1080.900024
06/11/2015,656.5,09/11/2015,246.100006,2015-11-09,456.160706,09/11/2015,1064.800049
09/11/2015,660.099976,10/11/2015,241.199997,2015-11-10,459.496429,10/11/2015,1054.599976
10/11/2015,646.849976,13/11/2015,240.25,2015-11-13,475.782623,13/11/2015,1052.050049
13/11/2015,669.599976,16/11/2015,248.300003,2015-11-16,472.348785,16/11/2015,1060.949951
16/11/2015,679.099976,17/11/2015,247.850006,2015-11-17,466.609375,17/11/2015,1060.800049
17/11/2015,677.150024,18/11/2015,241,2015-11-18,454.78714,18/11/2015,1048.599976
18/11/2015,672.799988,19/11/2015,243.899994,2015-11-19,454.2966,19/11/2015,1068.900024
19/11/2015,682.099976,20/11/2015,242.949997,2015-11-20,451.157104,20/11/2015,1070.849976
20/11/2015,682.299988,23/11/2015,242.699997,2015-11-23,453.953217,23/11/2015,1066.050049
23/11/2015,684.099976,24/11/2015,241.399994,2015-11-24,455.081482,24/11/2015,1064.349976
24/11/2015,677.599976,26/11/2015,242.5,2015-11-26,456.504059,26/11/2015,1063.949951
26/11/2015,685.200012,27/11/2015,249.699997,2015-11-27,462.096344,27/11/2015,1079.400024
27/11/2015,698.75,30/11/2015,248.649994,2015-11-30,459.790741,30/11/2015,1077.75
30/11/2015,692.349976,01/12/2015,250.199997,2015-12-01,452.874023,01/12/2015,1083
01/12/2015,688.599976,02/12/2015,244.600006,2015-12-02,450.813721,02/12/2015,1077.800049
02/12/2015,680.450012,03/12/2015,241.100006,2015-12-03,453.756989,03/12/2015,1076.75
03/12/2015,674.799988,04/12/2015,241.100006,2015-12-04,451.7948,04/12/2015,1058.900024
04/12/2015,664.650024,07/12/2015,238.649994,2015-12-07,453.560791,07/12/2015,1061.949951
07/12/2015,671.599976,08/12/2015,235.949997,2015-12-08,450.126923,08/12/2015,1049.25
08/12/2015,674,09/12/2015,234.399994,2015-12-09,442.08197,09/12/2015,1047.449951
09/12/2015,668.599976,10/12/2015,231.949997,2015-12-10,441.444275,10/12/2015,1060.599976
10/12/2015,677.900024,11/12/2015,227.300003,2015-12-11,432.320038,11/12/2015,1046.349976
11/12/2015,667.700012,14/12/2015,225.949997,2015-12-14,423.195862,14/12/2015,1055.050049
14/12/2015,674.099976,15/12/2015,226.399994,2015-12-15,427.856049,15/12/2015,1059.449951
15/12/2015,686.599976,16/12/2015,227.300003,2015-12-16,429.86731,16/12/2015,1067.300049
16/12/2015,694.5,17/12/2015,230.899994,2015-12-17,427.316437,17/12/2015,1080.25
17/12/2015,703.200012,18/12/2015,226.5,2015-12-18,424.373169,18/12/2015,1073
18/12/2015,702.450012,21/12/2015,230.449997,2015-12-21,433.987915,21/12/2015,1075.400024
21/12/2015,705.900024,22/12/2015,228.350006,2015-12-22,438.255707,22/12/2015,1066.449951
22/12/2015,698.200012,23/12/2015,229.649994,2015-12-23,443.455505,23/12/2015,1074.099976
23/12/2015,702.549988,24/12/2015,228.300003,2015-12-24,442.229126,24/12/2015,1074
24/12/2015,701.349976,28/12/2015,228.899994,2015-12-28,446.742188,28/12/2015,1077.25
28/12/2015,708,29/12/2015,228.199997,2015-12-29,449.685455,29/12/2015,1077.949951
29/12/2015,706.200012,30/12/2015,225.800003,2015-12-30,446.496887,30/12/2015,1074.300049
30/12/2015,709.150024,31/12/2015,224.449997,2015-12-31,440.610321,31/12/2015,1082.150024
31/12/2015,720.049988,01/01/2016,227.800003,2016-01-01,441.395172,01/01/2016,1088.75
01/01/2016,727.25,04/01/2016,220.699997,2016-01-04,430.112579,04/01/2016,1070.5
04/01/2016,705.299988,05/01/2016,217.75,2016-01-05,428.199463,05/01/2016,1062.400024
05/01/2016,707.75,06/01/2016,216.850006,2016-01-06,422.558167,06/01/2016,1067.099976
06/01/2016,703.599976,07/01/2016,209.550003,2016-01-07,401.513611,07/01/2016,1056.199951
07/01/2016,691.650024,08/01/2016,208.949997,2016-01-08,405.879547,08/01/2016,1062.349976
08/01/2016,695.099976,11/01/2016,204.300003,2016-01-11,409.313354,11/01/2016,1058.599976
11/01/2016,700.849976,12/01/2016,199.399994,2016-01-12,398.423187,12/01/2016,1046.949951
12/01/2016,692,13/01/2016,200.899994,2016-01-13,399.011871,13/01/2016,1060.150024
13/01/2016,689.150024,14/01/2016,196.050003,2016-01-14,383.216187,14/01/2016,1049.75
14/01/2016,684.099976,15/01/2016,184.300003,2016-01-15,367.175262,15/01/2016,1042.150024
15/01/2016,675.599976,18/01/2016,181,2016-01-18,366.145111,18/01/2016,1025.849976
18/01/2016,667.400024,19/01/2016,182.949997,2016-01-19,385.570831,19/01/2016,1035.800049
19/01/2016,668.700012,20/01/2016,173.649994,2016-01-20,380.272919,20/01/2016,1018.299988
20/01/2016,662.650024,21/01/2016,175.600006,2016-01-21,401.415527,21/01/2016,1023
21/01/2016,660.849976,22/01/2016,184.600006,2016-01-22,416.131958,22/01/2016,1030.300049
22/01/2016,683.049988,25/01/2016,182.949997,2016-01-25,412.894348,25/01/2016,1041.150024
25/01/2016,681,27/01/2016,184.399994,2016-01-27,407.547363,27/01/2016,1035.650024
27/01/2016,674.599976,28/01/2016,185.25,2016-01-28,397.981659,28/01/2016,1031.699951
28/01/2016,663.25,29/01/2016,179.899994,2016-01-29,400.679688,29/01/2016,1049.849976
29/01/2016,683.599976,01/02/2016,172.75,2016-02-01,391.751709,01/02/2016,1059.75
01/02/2016,687.700012,02/02/2016,169.399994,2016-02-02,383.510498,02/02/2016,1053.800049
02/02/2016,677.150024,03/02/2016,166.050003,2016-02-03,373.35614,03/02/2016,1043.849976
03/02/2016,665.549988,04/02/2016,162.850006,2016-02-04,375.514587,04/02/2016,1049.199951
04/02/2016,676.25,05/02/2016,168.199997,2016-02-05,391.996979,05/02/2016,1055.25
05/02/2016,692,08/02/2016,172.149994,2016-02-08,400.826843,08/02/2016,1035.849976
08/02/2016,673.099976,09/02/2016,167.050003,2016-02-09,392.340363,09/02/2016,1026.050049
09/02/2016,677.049988,10/02/2016,159,2016-02-10,386.159454,10/02/2016,1012.950012
10/02/2016,667.349976,11/02/2016,154.25,2016-02-11,370.069519,11/02/2016,975.299988
11/02/2016,628.950012,12/02/2016,154.800003,2016-02-12,383.706726,12/02/2016,971.400024
12/02/2016,622,15/02/2016,167.850006,2016-02-15,409.754822,15/02/2016,973.599976
15/02/2016,625.25,16/02/2016,156.399994,2016-02-16,398.128845,16/02/2016,973.450012
16/02/2016,620.25,17/02/2016,158.949997,2016-02-17,395.479889,17/02/2016,974.900024
17/02/2016,625.299988,18/02/2016,159.800003,2016-02-18,390.52536,18/02/2016,989.450012
18/02/2016,635.549988,19/02/2016,164.699997,2016-02-19,385.080261,19/02/2016,989.299988
19/02/2016,631.200012,22/02/2016,164.949997,2016-02-22,389.642365,22/02/2016,988.75
22/02/2016,640.200012,23/02/2016,158.5,2016-02-23,377.869202,23/02/2016,970.049988
23/02/2016,623,24/02/2016,156.300003,2016-02-24,379.340851,24/02/2016,949.599976
24/02/2016,618.75,25/02/2016,151.800003,2016-02-25,371.050598,25/02/2016,942.650024
25/02/2016,606.849976,26/02/2016,155.899994,2016-02-26,379.046509,26/02/2016,961
26/02/2016,615.75,29/02/2016,158.75,2016-02-29,368.646912,29/02/2016,971.849976
29/02/2016,630.400024,01/03/2016,162.050003,2016-03-01,384.589722,01/03/2016,984.150024
01/03/2016,638.450012,02/03/2016,181.149994,2016-03-02,399.551453,02/03/2016,1007.200012
02/03/2016,656.299988,03/03/2016,182.75,2016-03-03,409.264282,03/03/2016,1015.849976
03/03/2016,657.650024,04/03/2016,188.399994,2016-03-04,408.185059,04/03/2016,1020.549988
04/03/2016,665.650024,08/03/2016,183.350006,2016-03-08,403.9664,08/03/2016,1014.150024
08/03/2016,650.549988,09/03/2016,183.399994,2016-03-09,408.969971,09/03/2016,1024.800049
09/03/2016,659.900024,10/03/2016,180.5,2016-03-10,405.192749,10/03/2016,1021.25
10/03/2016,654.599976,11/03/2016,180.100006,2016-03-11,404.996521,11/03/2016,1028.699951
11/03/2016,642.650024,14/03/2016,181.75,2016-03-14,407.596436,14/03/2016,1027.550049
14/03/2016,636.799988,15/03/2016,185.300003,2016-03-15,410.932159,15/03/2016,1026.699951
15/03/2016,639.5,16/03/2016,185.199997,2016-03-16,416.573486,16/03/2016,1030.449951
16/03/2016,651.25,17/03/2016,186.350006,2016-03-17,420.056335,17/03/2016,1018.400024
17/03/2016,651.25,18/03/2016,191.25,2016-03-18,427.856049,18/03/2016,1028.400024
18/03/2016,658.799988,21/03/2016,196.800003,2016-03-21,436.09726,21/03/2016,1045.599976
21/03/2016,663.700012,22/03/2016,197.5,2016-03-22,432.908722,22/03/2016,1053.849976
22/03/2016,666.299988,23/03/2016,196.600006,2016-03-23,429.229584,23/03/2016,1049.349976
23/03/2016,659.950012,28/03/2016,188.300003,2016-03-28,414.905609,28/03/2016,1047.5
28/03/2016,669.599976,29/03/2016,189.5,2016-03-29,421.331787,29/03/2016,1053.800049
29/03/2016,671.5,30/03/2016,197.550003,2016-03-30,435.85199,30/03/2016,1064.949951
30/03/2016,683.849976,31/03/2016,194.25,2016-03-31,435.753906,31/03/2016,1071.150024
31/03/2016,680.650024,01/04/2016,195.649994,2016-04-01,441.395172,01/04/2016,1064.449951
01/04/2016,679.900024,04/04/2016,194.699997,2016-04-04,436.342529,04/04/2016,1069.050049
04/04/2016,687.299988,05/04/2016,184.350006,2016-04-05,424.422241,05/04/2016,1057.449951
05/04/2016,668.75,06/04/2016,183.850006,2016-04-06,416.622498,06/04/2016,1061.5
06/04/2016,668,07/04/2016,181.949997,2016-04-07,418.584686,07/04/2016,1055.5
07/04/2016,662.5,08/04/2016,183.100006,2016-04-08,413.630157,08/04/2016,1059.349976
08/04/2016,665.349976,11/04/2016,188.25,2016-04-11,421.67514,11/04/2016,1070.949951
11/04/2016,671.299988,12/04/2016,187.800003,2016-04-12,425.844818,12/04/2016,1063
12/04/2016,677.349976,13/04/2016,191.899994,2016-04-13,432.172882,13/04/2016,1081.75
13/04/2016,692.349976,18/04/2016,186.75,2016-04-18,436.833099,18/04/2016,1087.800049
18/04/2016,683.349976,20/04/2016,187.300003,2016-04-20,450.421265,20/04/2016,1097.849976
20/04/2016,687.150024,21/04/2016,194.350006,2016-04-21,459.104004,21/04/2016,1091.150024
21/04/2016,686.700012,22/04/2016,200.149994,2016-04-22,466.854645,22/04/2016,1092.150024
22/04/2016,676.099976,25/04/2016,197.050003,2016-04-25,461.01712,25/04/2016,1093.25
25/04/2016,680.450012,26/04/2016,200.949997,2016-04-26,471.122437,26/04/2016,1113.849976
26/04/2016,700.849976,27/04/2016,196.149994,2016-04-27,456.700287,27/04/2016,1124.199951
27/04/2016,712.5,28/04/2016,192.050003,2016-04-28,459.202057,28/04/2016,1113.949951
28/04/2016,701.450012,29/04/2016,189,2016-04-29,463.469849,29/04/2016,1132.349976
29/04/2016,717.150024,02/05/2016,186,2016-05-02,462.881195,02/05/2016,1117.650024
02/05/2016,718.200012,03/05/2016,184.050003,2016-05-03,461.654816,03/05/2016,1118
03/05/2016,707.450012,04/05/2016,179.949997,2016-05-04,453.707947,04/05/2016,1127.349976
04/05/2016,712.650024,05/05/2016,180.350006,2016-05-05,452.334381,05/05/2016,1132.300049
05/05/2016,709.150024,06/05/2016,184.350006,2016-05-06,452.726868,06/05/2016,1119.650024
06/05/2016,702.950012,09/05/2016,188.699997,2016-05-09,468.081024,09/05/2016,1141.400024
09/05/2016,713.849976,10/05/2016,189.5,2016-05-10,478.725922,10/05/2016,1144.900024
10/05/2016,722.849976,11/05/2016,185,2016-05-11,488.782135,11/05/2016,1138.800049
11/05/2016,731.549988,12/05/2016,188.5,2016-05-12,483.238953,12/05/2016,1149.099976
12/05/2016,726.75,13/05/2016,184.850006,2016-05-13,481.374847,13/05/2016,1140.900024
13/05/2016,708.25,16/05/2016,176.800003,2016-05-16,477.254272,16/05/2016,1162.800049
16/05/2016,718.25,17/05/2016,176.850006,2016-05-17,493.834778,17/05/2016,1153.449951
17/05/2016,708.900024,18/05/2016,179.949997,2016-05-18,491.627319,18/05/2016,1140.650024
18/05/2016,708.900024,19/05/2016,172.699997,2016-05-19,481.227692,19/05/2016,1139.300049
19/05/2016,706.049988,20/05/2016,171.350006,2016-05-20,481.325836,20/05/2016,1140.900024
20/05/2016,702.150024,23/05/2016,168.399994,2016-05-23,477.303314,23/05/2016,1136.75
23/05/2016,703.150024,24/05/2016,169.5,2016-05-24,479.707001,24/05/2016,1139.949951
24/05/2016,698.400024,25/05/2016,175.100006,2016-05-25,492.657471,25/05/2016,1173.300049
25/05/2016,712.75,26/05/2016,184.149994,2016-05-26,509.188934,26/05/2016,1183.25
26/05/2016,730.200012,27/05/2016,195.899994,2016-05-27,502.713745,27/05/2016,1186.800049
27/05/2016,742.549988,30/05/2016,198.850006,2016-05-30,503.989136,30/05/2016,1179.75
30/05/2016,742.599976,31/05/2016,204.949997,2016-05-31,505.460785,31/05/2016,1181.900024
31/05/2016,746.549988,01/06/2016,198.25,2016-06-01,502.272217,01/06/2016,1175.150024
01/06/2016,745.349976,02/06/2016,200.550003,2016-06-02,514.437805,02/06/2016,1174.949951
02/06/2016,746.299988,03/06/2016,196.600006,2016-06-03,532.391907,03/06/2016,1171.75
03/06/2016,769.299988,06/06/2016,198.899994,2016-06-06,522.7771,06/06/2016,1171.099976
06/06/2016,765.25,07/06/2016,210.149994,2016-06-07,524.297791,07/06/2016,1173.699951
07/06/2016,772.049988,08/06/2016,210.699997,2016-06-08,528.810852,08/06/2016,1162.599976
08/06/2016,759.349976,09/06/2016,209.949997,2016-06-09,532.342773,09/06/2016,1159.400024
09/06/2016,752.75,10/06/2016,205.949997,2016-06-10,530.822083,10/06/2016,1161.349976
10/06/2016,750.700012,13/06/2016,201.800003,2016-06-13,521.109314,13/06/2016,1152.900024
13/06/2016,755.900024,14/06/2016,207.699997,2016-06-14,519.637634,14/06/2016,1151.849976
14/06/2016,752.099976,15/06/2016,216.050003,2016-06-15,518.80365,15/06/2016,1169.550049
15/06/2016,765.549988,16/06/2016,216,2016-06-16,513.554871,16/06/2016,1162.150024
16/06/2016,754.450012,17/06/2016,213.449997,2016-06-17,516.939636,17/06/2016,1170
17/06/2016,751.099976,20/06/2016,215.899994,2016-06-20,512.57373,20/06/2016,1172.050049
20/06/2016,751.950012,21/06/2016,214,2016-06-21,507.619232,21/06/2016,1166.650024
21/06/2016,746.75,22/06/2016,212.899994,2016-06-22,506.441895,22/06/2016,1171.5
22/06/2016,739.349976,23/06/2016,217.550003,2016-06-23,516.449097,23/06/2016,1190.099976
23/06/2016,747.25,24/06/2016,211.25,2016-06-24,500.849609,24/06/2016,1161.900024
24/06/2016,733.900024,27/06/2016,217.149994,2016-06-27,504.724945,27/06/2016,1159.949951
27/06/2016,739.400024,28/06/2016,215.899994,2016-06-28,504.283478,28/06/2016,1166.949951
28/06/2016,743.299988,29/06/2016,217.199997,2016-06-29,508.060669,29/06/2016,1168.300049
29/06/2016,752.799988,30/06/2016,218.800003,2016-06-30,523.414856,30/06/2016,1176.449951
30/06/2016,763.349976,01/07/2016,219.600006,2016-07-01,532.637146,01/07/2016,1174.5
01/07/2016,753.400024,04/07/2016,223,2016-07-04,533.569153,04/07/2016,1172.800049
04/07/2016,743.950012,05/07/2016,223.5,2016-07-05,529.49762,05/07/2016,1165.599976
05/07/2016,740.400024,07/07/2016,220.050003,2016-07-07,536.974182,07/07/2016,1185.650024
07/07/2016,745.900024,08/07/2016,218.300003,2016-07-08,541.133301,08/07/2016,1174.849976
08/07/2016,743.450012,11/07/2016,224.699997,2016-07-11,539.103271,11/07/2016,1199.75
11/07/2016,760.549988,12/07/2016,226.699997,2016-07-12,555.541748,12/07/2016,1202.150024
12/07/2016,763.650024,13/07/2016,227.699997,2016-07-13,551.432129,13/07/2016,1197.75
13/07/2016,775,14/07/2016,232,2016-07-14,554.799072,14/07/2016,1200.349976
14/07/2016,780.200012,15/07/2016,231.5,2016-07-15,559.552307,15/07/2016,1223.699951
15/07/2016,772.150024,18/07/2016,228.75,2016-07-18,565.444458,18/07/2016,1227.449951
18/07/2016,776.799988,19/07/2016,229.600006,2016-07-19,559.948486,19/07/2016,1218.349976
19/07/2016,777.799988,20/07/2016,231.149994,2016-07-20,552.818481,20/07/2016,1232.199951
20/07/2016,782.200012,21/07/2016,225.649994,2016-07-21,532.815002,21/07/2016,1228.599976
21/07/2016,760.650024,22/07/2016,223.5,2016-07-22,532.468445,22/07/2016,1230.800049
