,KOTAKBANK.NS.Close,,SBIN.NS.Close,,AXISBANK.NS.Adjusted,,HDFCBANK.NS.Close
10/06/2014,450.049988,11/06/2014,269.734985,2014-06-11,358.319061,11/06/2014,820.5
11/06/2014,464.274994,12/06/2014,270.130005,2014-06-12,370.377838,12/06/2014,839.849976
12/06/2014,466.850006,13/06/2014,260.790009,2014-06-13,353.880951,13/06/2014,835.400024
13/06/2014,458.475006,16/06/2014,258.065002,2014-06-16,345.140991,16/06/2014,839
16/06/2014,465.225006,17/06/2014,265.329987,2014-06-17,358.08548,17/06/2014,846.549988
17/06/2014,468.625,18/06/2014,264.154999,2014-06-18,359.817902,18/06/2014,834.849976
18/06/2014,480.125,19/06/2014,260.545013,2014-06-19,358.513702,19/06/2014,825.75
19/06/2014,461.825012,20/06/2014,258.309998,2014-06-20,363.29245,20/06/2014,821.950012
20/06/2014,465.399994,23/06/2014,260.019989,2014-06-23,366.523682,23/06/2014,821.450012
23/06/2014,447.524994,24/06/2014,266.320007,2014-06-24,374.708923,24/06/2014,829
24/06/2014,439.549988,25/06/2014,269.190002,2014-06-25,372.314667,25/06/2014,824.099976
25/06/2014,441.875,26/06/2014,265.255005,2014-06-26,375.214996,26/06/2014,812.400024
26/06/2014,432.850006,27/06/2014,263.894989,2014-06-27,371.633362,27/06/2014,816.200012
27/06/2014,433,30/06/2014,268.625,2014-06-30,373.51178,30/06/2014,821.549988
30/06/2014,441.774994,01/07/2014,268.019989,2014-07-01,373.745392,01/07/2014,823.299988
01/07/2014,442.174988,02/07/2014,270.225006,2014-07-02,375.069031,02/07/2014,839.900024
02/07/2014,446.575012,03/07/2014,269.619995,2014-07-03,374.845215,03/07/2014,836.799988
03/07/2014,445.600006,04/07/2014,269.809998,2014-07-04,376.830597,04/07/2014,856.650024
04/07/2014,441.100006,07/07/2014,268.470001,2014-07-07,374.319611,07/07/2014,840.450012
07/07/2014,435.450012,08/07/2014,257.519989,2014-07-08,367.555328,08/07/2014,829.25
08/07/2014,436.125,09/07/2014,258.225006,2014-07-09,364.703705,09/07/2014,830.299988
09/07/2014,432.125,10/07/2014,254.570007,2014-07-10,362.455444,10/07/2014,823.349976
10/07/2014,433.225006,11/07/2014,242.524994,2014-07-11,353.618164,11/07/2014,811.799988
11/07/2014,429.174988,14/07/2014,241.104996,2014-07-14,359.448059,14/07/2014,817.450012
14/07/2014,427.674988,15/07/2014,251.759995,2014-07-15,369.628448,15/07/2014,826.799988
15/07/2014,435.774994,16/07/2014,257.355011,2014-07-16,382.261475,16/07/2014,835.75
16/07/2014,442.524994,17/07/2014,260.225006,2014-07-17,380.392792,17/07/2014,831.799988
17/07/2014,457.450012,18/07/2014,256.25,2014-07-18,388.490417,18/07/2014,832.450012
18/07/2014,467.924988,21/07/2014,252.320007,2014-07-21,393.853149,21/07/2014,827.450012
21/07/2014,470.600006,22/07/2014,252.419998,2014-07-22,392.480835,22/07/2014,839.849976
22/07/2014,474.600006,23/07/2014,254.035004,2014-07-23,389.317688,23/07/2014,836.299988
23/07/2014,466.399994,24/07/2014,255.710007,2014-07-24,388.665588,24/07/2014,842.25
24/07/2014,469.325012,25/07/2014,250.054993,2014-07-25,386.534149,25/07/2014,835.5
25/07/2014,472.350006,28/07/2014,248.964996,2014-07-28,384.782257,28/07/2014,829.549988
28/07/2014,470.600006,30/07/2014,246.949997,2014-07-30,390.962524,30/07/2014,838.799988
30/07/2014,487.125,31/07/2014,243.925003,2014-07-31,381.181122,31/07/2014,834
31/07/2014,476.850006,01/08/2014,243.720001,2014-08-01,376.655457,01/08/2014,815.450012
01/08/2014,462.649994,04/08/2014,246.139999,2014-08-04,380.402527,04/08/2014,813
04/08/2014,468.875,05/08/2014,247.389999,2014-08-05,382.446442,05/08/2014,820.200012
05/08/2014,468.975006,06/08/2014,242.625,2014-08-06,372.957031,06/08/2014,810
06/08/2014,466.125,07/08/2014,243.610001,2014-08-07,370.913177,07/08/2014,811.5
07/08/2014,469.924988,08/08/2014,241.794998,2014-08-08,361.08313,08/08/2014,796.150024
08/08/2014,465.799988,11/08/2014,241.445007,2014-08-11,366.679443,11/08/2014,792.950012
11/08/2014,475.075012,12/08/2014,242.914993,2014-08-12,371.643097,12/08/2014,807.200012
12/08/2014,482.350006,13/08/2014,236.895004,2014-08-13,363.905609,13/08/2014,812.400024
13/08/2014,478.549988,14/08/2014,236.25,2014-08-14,367.701355,14/08/2014,826.700012
14/08/2014,476.674988,18/08/2014,242.119995,2014-08-18,384.149628,18/08/2014,832.349976
18/08/2014,483.424988,19/08/2014,244.225006,2014-08-19,387.215424,19/08/2014,823.849976
19/08/2014,490.325012,20/08/2014,241.475006,2014-08-20,383.662994,20/08/2014,820.549988
20/08/2014,500,21/08/2014,246.755005,2014-08-21,387.994019,21/08/2014,832.5
21/08/2014,509.299988,22/08/2014,252.470001,2014-08-22,392.033112,22/08/2014,846.75
22/08/2014,515.375,25/08/2014,250.615005,2014-08-25,388.09137,25/08/2014,843.450012
25/08/2014,522.325012,26/08/2014,249.600006,2014-08-26,386.972107,26/08/2014,842.5
26/08/2014,527.049988,27/08/2014,250.5,2014-08-27,388.09137,27/08/2014,836.599976
27/08/2014,520,28/08/2014,246.070007,2014-08-28,386.63147,28/08/2014,843.549988
28/08/2014,518.775024,01/09/2014,250.434998,2014-09-01,394.563599,01/09/2014,841.200012
01/09/2014,523.974976,02/09/2014,252.199997,2014-09-02,398.310699,02/09/2014,859.200012
02/09/2014,529.125,03/09/2014,250.5,2014-09-03,402.641785,03/09/2014,856.650024
03/09/2014,528.450012,04/09/2014,248.615005,2014-09-04,405.269592,04/09/2014,851.849976
04/09/2014,529.400024,05/09/2014,251.574997,2014-09-05,404.831604,05/09/2014,848.450012
05/09/2014,539.224976,08/09/2014,256.589996,2014-09-08,409.503296,08/09/2014,864.75
08/09/2014,538.25,09/09/2014,256.734985,2014-09-09,407.508118,09/09/2014,865.599976
09/09/2014,536.650024,10/09/2014,254.994995,2014-09-10,405.366913,10/09/2014,857.299988
10/09/2014,532.474976,11/09/2014,260.309998,2014-09-11,407.313416,11/09/2014,854.349976
11/09/2014,532.424988,12/09/2014,263.040009,2014-09-12,405.804901,12/09/2014,855.700012
12/09/2014,534.575012,15/09/2014,262.325012,2014-09-15,400.646545,15/09/2014,860.349976
15/09/2014,523.049988,16/09/2014,256.309998,2014-09-16,388.480682,16/09/2014,851
16/09/2014,513.724976,17/09/2014,256.234985,2014-09-17,387.312744,17/09/2014,846.400024
17/09/2014,510.975006,18/09/2014,262.040009,2014-09-18,394.466309,18/09/2014,858.150024
18/09/2014,523.849976,19/09/2014,256.799988,2014-09-19,396.753479,19/09/2014,860.25
19/09/2014,531.825012,22/09/2014,260.154999,2014-09-22,397.288788,22/09/2014,856.849976
22/09/2014,521.924988,23/09/2014,255.619995,2014-09-23,388.432037,23/09/2014,848.849976
23/09/2014,520.575012,24/09/2014,248.634995,2014-09-24,386.388123,24/09/2014,855.450012
24/09/2014,518.150024,25/09/2014,237.770004,2014-09-25,367.750031,25/09/2014,849.950012
25/09/2014,514.25,26/09/2014,244.524994,2014-09-26,379.137299,26/09/2014,871.650024
26/09/2014,512.174988,29/09/2014,244.970001,2014-09-29,375.730804,29/09/2014,865.099976
29/09/2014,501.674988,30/09/2014,244.570007,2014-09-30,367.604065,30/09/2014,872.650024
30/09/2014,506.549988,01/10/2014,242.335007,2014-10-01,369.793915,01/10/2014,868
01/10/2014,505.825012,07/10/2014,236.639999,2014-10-07,363.613647,07/10/2014,862.450012
07/10/2014,502.899994,08/10/2014,241.125,2014-10-08,368.869293,08/10/2014,867.599976
08/10/2014,500.125,09/10/2014,247.955002,2014-10-09,377.044769,09/10/2014,887.599976
09/10/2014,511.625,10/10/2014,245.119995,2014-10-10,369.063965,10/10/2014,867.299988
10/10/2014,501.450012,13/10/2014,248.544998,2014-10-13,376.558105,13/10/2014,876.799988
13/10/2014,504.25,14/10/2014,252.354996,2014-10-14,386.485474,14/10/2014,868.349976
14/10/2014,506.575012,15/10/2014,252.354996,2014-10-15,386.485474,15/10/2014,868.349976
15/10/2014,506.575012,16/10/2014,246.639999,2014-10-16,383.127686,16/10/2014,858.849976
16/10/2014,495.799988,17/10/2014,252.190002,2014-10-17,390.865204,17/10/2014,885.25
17/10/2014,500.024994,20/10/2014,256.945007,2014-10-20,406.680847,20/10/2014,893.799988
20/10/2014,501.924988,21/10/2014,258.415009,2014-10-21,411.741791,21/10/2014,895.549988
21/10/2014,506.875,22/10/2014,257.524994,2014-10-22,413.104401,22/10/2014,893.650024
22/10/2014,531.5,27/10/2014,259.779999,2014-10-27,415.391602,27/10/2014,897.25
27/10/2014,542.5,28/10/2014,265.674988,2014-10-28,412.861115,28/10/2014,895.299988
28/10/2014,541.400024,29/10/2014,264.375,2014-10-29,414.174988,29/10/2014,891.549988
29/10/2014,539.974976,30/10/2014,263.799988,2014-10-30,418.700745,30/10/2014,896.650024
30/10/2014,547,31/10/2014,270.279999,2014-10-31,427.654785,31/10/2014,911.849976
31/10/2014,559.125,03/11/2014,272.345001,2014-11-03,433.348419,03/11/2014,910.700012
03/11/2014,555.224976,05/11/2014,278.190002,2014-11-05,445.708954,05/11/2014,912.799988
05/11/2014,564.099976,07/11/2014,274.25,2014-11-07,456.512268,07/11/2014,899.450012
07/11/2014,561.450012,10/11/2014,273.950012,2014-11-10,448.190765,10/11/2014,904.650024
10/11/2014,554.349976,11/11/2014,274.035004,2014-11-11,454.225067,11/11/2014,907.900024
11/11/2014,553.724976,12/11/2014,274.605011,2014-11-12,468.288818,12/11/2014,911.75
12/11/2014,563.174988,13/11/2014,271.929993,2014-11-13,460.940613,13/11/2014,915.950012
13/11/2014,555.875,14/11/2014,278.785004,2014-11-14,464.152405,14/11/2014,930.099976
14/11/2014,546.75,17/11/2014,294.059998,2014-11-17,463.179138,17/11/2014,918.950012
17/11/2014,554.049988,18/11/2014,294.575012,2014-11-18,461.329926,18/11/2014,932.200012
18/11/2014,542.525024,19/11/2014,291.049988,2014-11-19,457.6315,19/11/2014,926.549988
19/11/2014,538.775024,20/11/2014,297.100006,2014-11-20,454.176392,20/11/2014,918.200012
20/11/2014,578.349976,21/11/2014,305.5,2014-11-21,464.20108,21/11/2014,932.849976
21/11/2014,599.575012,24/11/2014,308.850006,2014-11-24,465.368988,24/11/2014,945.200012
24/11/2014,599.875,25/11/2014,304.450012,2014-11-25,458.16684,25/11/2014,953.549988
25/11/2014,580.275024,26/11/2014,306.25,2014-11-26,457.728821,26/11/2014,951.299988
26/11/2014,580.224976,27/11/2014,305.850006,2014-11-27,456.852875,27/11/2014,948.150024
27/11/2014,578.799988,28/11/2014,321.399994,2014-11-28,468.337494,28/11/2014,957.150024
28/11/2014,601.25,01/12/2014,319.600006,2014-12-01,476.074982,01/12/2014,950
01/12/2014,600.875,02/12/2014,318.700012,2014-12-02,479.822083,02/12/2014,943.299988
02/12/2014,607.700012,03/12/2014,317.950012,2014-12-03,485.710327,03/12/2014,933.099976
03/12/2014,610.349976,04/12/2014,320.299988,2014-12-04,486.586273,04/12/2014,941.400024
04/12/2014,611.924988,05/12/2014,317.549988,2014-12-05,485.223694,05/12/2014,942.75
05/12/2014,620.200012,08/12/2014,312.899994,2014-12-08,483.325836,08/12/2014,927.150024
08/12/2014,622.974976,09/12/2014,306.549988,2014-12-09,475.734314,09/12/2014,926.75
09/12/2014,615.974976,10/12/2014,315.950012,2014-12-10,476.172272,10/12/2014,931.400024
10/12/2014,617.625,11/12/2014,314.049988,2014-12-11,477.388885,11/12/2014,933.599976
11/12/2014,623.099976,12/12/2014,311.350006,2014-12-12,470.478668,12/12/2014,931.5
12/12/2014,623.650024,15/12/2014,310.549988,2014-12-15,464.006409,15/12/2014,941.5
15/12/2014,654.424988,16/12/2014,295.600006,2014-12-16,459.383392,16/12/2014,925.75
16/12/2014,641.75,17/12/2014,301.75,2014-12-17,462.157227,17/12/2014,921.849976
17/12/2014,622.325012,18/12/2014,307.100006,2014-12-18,474.907074,18/12/2014,934.049988
18/12/2014,626.025024,19/12/2014,304.149994,2014-12-19,477.145569,19/12/2014,941.450012
19/12/2014,618.150024,22/12/2014,307.700012,2014-12-22,484.980377,22/12/2014,963.700012
22/12/2014,628.974976,23/12/2014,307.200012,2014-12-23,480.600647,23/12/2014,959.75
23/12/2014,622.25,24/12/2014,305.75,2014-12-24,481.08728,24/12/2014,945.25
24/12/2014,622.674988,26/12/2014,307.649994,2014-12-26,481.233337,26/12/2014,948.650024
26/12/2014,626.525024,29/12/2014,307.549988,2014-12-29,480.892639,29/12/2014,951.700012
29/12/2014,621.775024,30/12/2014,309.75,2014-12-30,485.46701,30/12/2014,956.450012
30/12/2014,623.325012,31/12/2014,311.850006,2014-12-31,488.970795,31/12/2014,951.599976
31/12/2014,631.950012,01/01/2015,314,2015-01-01,489.603394,01/01/2015,952.049988
01/01/2015,629.299988,02/01/2015,315.25,2015-01-02,500.552704,02/01/2015,965.299988
02/01/2015,635.775024,05/01/2015,312.75,2015-01-05,503.71582,05/01/2015,957.150024
05/01/2015,633.224976,06/01/2015,299.899994,2015-01-06,485.710327,06/01/2015,942.25
06/01/2015,625.674988,07/01/2015,300.149994,2015-01-07,485.321045,07/01/2015,945
07/01/2015,635.75,08/01/2015,304.850006,2015-01-08,488.532837,08/01/2015,964.849976
08/01/2015,670.325012,09/01/2015,303.200012,2015-01-09,481.71994,09/01/2015,975.650024
09/01/2015,680.474976,12/01/2015,307.100006,2015-01-12,488.143494,12/01/2015,967.049988
12/01/2015,685.5,13/01/2015,305.100006,2015-01-13,491.014648,13/01/2015,963.349976
13/01/2015,696.474976,14/01/2015,304.700012,2015-01-14,486.245636,14/01/2015,963.900024
14/01/2015,695.599976,15/01/2015,320.299988,2015-01-15,500.309387,15/01/2015,993.150024
15/01/2015,700.200012,16/01/2015,315.450012,2015-01-16,501.039337,16/01/2015,1001.349976
16/01/2015,697.674988,19/01/2015,313.149994,2015-01-19,514.811157,19/01/2015,1004.549988
19/01/2015,694.724976,20/01/2015,318.149994,2015-01-20,536.661072,20/01/2015,1020.950012
20/01/2015,697.849976,21/01/2015,326.200012,2015-01-21,532.621948,21/01/2015,1019.950012
21/01/2015,694.075012,22/01/2015,324.649994,2015-01-22,549.654175,22/01/2015,1021.25
22/01/2015,693.825012,23/01/2015,327.450012,2015-01-23,550.043518,23/01/2015,1042.800049
23/01/2015,692.650024,27/01/2015,330.049988,2015-01-27,576.273071,27/01/2015,1074.050049
27/01/2015,694.174988,28/01/2015,334.600006,2015-01-28,574.813171,28/01/2015,1058.349976
28/01/2015,675.575012,29/01/2015,327,2015-01-29,583.475281,29/01/2015,1095
29/01/2015,665.700012,30/01/2015,308.950012,2015-01-30,572.380005,30/01/2015,1077.349976
30/01/2015,661.099976,02/02/2015,307.5,2015-02-02,600.7995,02/02/2015,1081.599976
02/02/2015,676.174988,03/02/2015,300.299988,2015-02-03,570.920044,03/02/2015,1064.099976
03/02/2015,653.150024,04/02/2015,293.049988,2015-02-04,543.668579,04/02/2015,1067.699951
04/02/2015,645.75,05/02/2015,290.799988,2015-02-05,550.773499,05/02/2015,1076.5
05/02/2015,643.950012,06/02/2015,290.299988,2015-02-06,548.096985,06/02/2015,1053.5
06/02/2015,633.450012,09/02/2015,279.5,2015-02-09,538.802185,09/02/2015,1040.099976
09/02/2015,633.125,10/02/2015,287.299988,2015-02-10,539.288818,10/02/2015,1054.449951
10/02/2015,642.875,11/02/2015,285.950012,2015-02-11,554.033936,11/02/2015,1058.400024
11/02/2015,649.349976,12/02/2015,284.299988,2015-02-12,563.279968,12/02/2015,1076
12/02/2015,648.299988,13/02/2015,306.950012,2015-02-13,565.567139,13/02/2015,1065.800049
13/02/2015,654.75,16/02/2015,306.700012,2015-02-16,555.055786,16/02/2015,1067.550049
16/02/2015,646.224976,18/02/2015,305.700012,2015-02-18,554.277222,18/02/2015,1074.800049
18/02/2015,653.900024,19/02/2015,302.350006,2015-02-19,550.140808,19/02/2015,1079.800049
19/02/2015,653.625,20/02/2015,302.299988,2015-02-20,546.491089,20/02/2015,1073.050049
20/02/2015,649.125,23/02/2015,296.549988,2015-02-23,534.37384,23/02/2015,1067.5
23/02/2015,658.424988,24/02/2015,296.25,2015-02-24,537.050293,24/02/2015,1067.650024
24/02/2015,675.150024,25/02/2015,295.549988,2015-02-25,538.218262,25/02/2015,1052.449951
25/02/2015,671.275024,26/02/2015,289.399994,2015-02-26,537.536926,26/02/2015,1038.150024
26/02/2015,666.674988,27/02/2015,299.899994,2015-02-27,551.98999,27/02/2015,1054
27/02/2015,668.875,02/03/2015,302,2015-03-02,630.240967,02/03/2015,1082.550049
02/03/2015,702.349976,03/03/2015,302.600006,2015-03-03,614.522644,03/03/2015,1083.349976
03/03/2015,704.349976,04/03/2015,293.850006,2015-03-04,596.371155,04/03/2015,1065.300049
04/03/2015,705.125,05/03/2015,293.799988,2015-03-05,600.312866,05/03/2015,1085.099976
05/03/2015,706.125,09/03/2015,290.649994,2015-03-09,575.786438,09/03/2015,1059
09/03/2015,682.299988,10/03/2015,287.600006,2015-03-10,569.800903,10/03/2015,1052.550049
10/03/2015,673.900024,11/03/2015,285.149994,2015-03-11,568.243652,11/03/2015,1056.449951
11/03/2015,687.950012,12/03/2015,286.850006,2015-03-12,568.486938,12/03/2015,1054.599976
12/03/2015,685,13/03/2015,280.75,2015-03-13,554.763855,13/03/2015,1042.650024
13/03/2015,670.625,16/03/2015,281.649994,2015-03-16,553.401184,16/03/2015,1051.550049
16/03/2015,657.474976,17/03/2015,283.100006,2015-03-17,564.593872,17/03/2015,1058.050049
17/03/2015,669.825012,18/03/2015,287.299988,2015-03-18,565.713074,18/03/2015,1063.550049
18/03/2015,671.450012,19/03/2015,281.600006,2015-03-19,548.486267,19/03/2015,1052.199951
19/03/2015,662.849976,20/03/2015,278.25,2015-03-20,541.381409,20/03/2015,1055.900024
20/03/2015,669.849976,23/03/2015,274.75,2015-03-23,540.359436,23/03/2015,1047.75
23/03/2015,667.924988,24/03/2015,270.549988,2015-03-24,543.13324,24/03/2015,1037.949951
24/03/2015,670.375,25/03/2015,265.399994,2015-03-25,547.172363,25/03/2015,1034.25
25/03/2015,663.275024,26/03/2015,256.649994,2015-03-26,529.750793,26/03/2015,1006.950012
26/03/2015,652.700012,27/03/2015,263.600006,2015-03-27,531.794678,27/03/2015,1014.650024
27/03/2015,649.575012,30/03/2015,267.899994,2015-03-30,548.486267,30/03/2015,1036.900024
30/03/2015,655.924988,31/03/2015,267.049988,2015-03-31,545.225769,31/03/2015,1022.700012
31/03/2015,656.625,01/04/2015,273.450012,2015-04-01,554.423218,01/04/2015,1033.25
01/04/2015,680.525024,06/04/2015,274.649994,2015-04-06,553.839233,06/04/2015,1031.949951
06/04/2015,698.799988,07/04/2015,272.049988,2015-04-07,542.938599,07/04/2015,1032.75
07/04/2015,693.424988,08/04/2015,273.899994,2015-04-08,541.040771,08/04/2015,1035.550049
08/04/2015,685.799988,09/04/2015,280.850006,2015-04-09,556.856384,09/04/2015,1056.099976
09/04/2015,715.299988,10/04/2015,285.75,2015-04-10,552.865967,10/04/2015,1042.650024
10/04/2015,711.200012,13/04/2015,286.299988,2015-04-13,550.870789,13/04/2015,1038.800049
13/04/2015,722.799988,15/04/2015,290,2015-04-15,535.493103,15/04/2015,1031.650024
15/04/2015,721.950012,16/04/2015,292.399994,2015-04-16,536.077026,16/04/2015,1029.650024
16/04/2015,709.200012,17/04/2015,291.75,2015-04-17,519.434143,17/04/2015,1018.25
17/04/2015,693.275024,20/04/2015,287.649994,2015-04-20,504.397125,20/04/2015,1005.099976
20/04/2015,685.450012,21/04/2015,289.200012,2015-04-21,509.214783,21/04/2015,1003
21/04/2015,676.5,22/04/2015,283.850006,2015-04-22,525.663025,22/04/2015,1013.099976
22/04/2015,681.125,23/04/2015,277.649994,2015-04-23,523.813843,23/04/2015,1013.5
23/04/2015,688.775024,24/04/2015,275.549988,2015-04-24,513.156616,24/04/2015,1006.450012
24/04/2015,684.125,27/04/2015,267.049988,2015-04-27,510.18808,27/04/2015,1005.450012
27/04/2015,668.424988,28/04/2015,272.5,2015-04-28,520.699402,28/04/2015,1004.549988
28/04/2015,671.025024,29/04/2015,271.899994,2015-04-29,537.19635,29/04/2015,993.150024
29/04/2015,664.900024,30/04/2015,269.75,2015-04-30,552.622681,30/04/2015,988.799988
30/04/2015,666.450012,04/05/2015,277.149994,2015-05-04,553.157898,04/05/2015,1000.950012
04/05/2015,669.400024,05/05/2015,272.049988,2015-05-05,550.724792,05/05/2015,987.650024
05/05/2015,711.625,06/05/2015,265.399994,2015-05-06,528.777527,06/05/2015,970.599976
06/05/2015,675.599976,07/05/2015,260.950012,2015-05-07,513.253906,07/05/2015,951.299988
07/05/2015,654.099976,08/05/2015,261.950012,2015-05-08,526.34436,08/05/2015,982
08/05/2015,664.75,11/05/2015,276.049988,2015-05-11,536.369019,11/05/2015,990.299988
11/05/2015,669.525024,12/05/2015,267.399994,2015-05-12,518.120239,12/05/2015,971.950012
12/05/2015,659.424988,13/05/2015,274.299988,2015-05-13,543.571167,13/05/2015,990.25
13/05/2015,670.75,14/05/2015,280.950012,2015-05-14,540.992065,14/05/2015,991.049988
14/05/2015,663.400024,15/05/2015,287.450012,2015-05-15,547.026367,15/05/2015,990.099976
15/05/2015,672.275024,18/05/2015,289.75,2015-05-18,552.330627,18/05/2015,1009.849976
18/05/2015,682.174988,19/05/2015,288.450012,2015-05-19,546.442383,19/05/2015,1007.549988
19/05/2015,688.650024,20/05/2015,292.600006,2015-05-20,543.327942,20/05/2015,1024.050049
20/05/2015,692.375,21/05/2015,290.25,2015-05-21,555.201782,21/05/2015,1024.699951
21/05/2015,698.75,22/05/2015,282.450012,2015-05-22,553.449951,22/05/2015,1024.300049
22/05/2015,693.650024,25/05/2015,277.649994,2015-05-25,547.075012,25/05/2015,1023.549988
25/05/2015,687.549988,26/05/2015,277.149994,2015-05-26,549.167542,26/05/2015,1027.400024
26/05/2015,691.200012,27/05/2015,280.75,2015-05-27,562.355347,27/05/2015,1038.150024
27/05/2015,687.275024,28/05/2015,277.600006,2015-05-28,559.289612,28/05/2015,1029.400024
28/05/2015,684.075012,29/05/2015,278.149994,2015-05-29,569.752197,29/05/2015,1050.550049
29/05/2015,699.650024,01/06/2015,278.200012,2015-06-01,562.987976,01/06/2015,1036.199951
01/06/2015,696.375,02/06/2015,266.25,2015-06-02,538.315552,02/06/2015,1008.799988
02/06/2015,679.650024,03/06/2015,257.399994,2015-06-03,536.174438,03/06/2015,1005.549988
03/06/2015,672.974976,04/06/2015,257.600006,2015-06-04,541.527405,04/06/2015,1014.950012
04/06/2015,682.5,05/06/2015,257.799988,2015-06-05,533.741211,05/06/2015,1011.75
05/06/2015,678.174988,08/06/2015,254.949997,2015-06-08,538.802185,08/06/2015,1003.450012
08/06/2015,676.424988,09/06/2015,257.600006,2015-06-09,543.76593,09/06/2015,1001.849976
09/06/2015,665.474976,10/06/2015,260.600006,2015-06-10,549.410889,10/06/2015,1015.599976
10/06/2015,667.299988,11/06/2015,254,2015-06-11,532.135315,11/06/2015,1000.200012
11/06/2015,640.450012,12/06/2015,253.949997,2015-06-12,536.709656,12/06/2015,1009.150024
12/06/2015,655.549988,15/06/2015,250.25,2015-06-15,535.347107,15/06/2015,1005.200012
15/06/2015,644.849976,16/06/2015,254.600006,2015-06-16,536.417725,16/06/2015,1008.400024
16/06/2015,644.575012,17/06/2015,255.100006,2015-06-17,534.568481,17/06/2015,1004.700012
17/06/2015,647.525024,18/06/2015,258.100006,2015-06-18,535.347107,18/06/2015,1019.599976
18/06/2015,653.700012,19/06/2015,260.149994,2015-06-19,536.807007,19/06/2015,1030.5
19/06/2015,664.075012,22/06/2015,266,2015-06-22,556.856384,22/06/2015,1047.150024
22/06/2015,678.950012,23/06/2015,267.75,2015-06-23,556.029053,23/06/2015,1052.099976
23/06/2015,690.224976,24/06/2015,262.350006,2015-06-24,556.223755,24/06/2015,1045.800049
24/06/2015,691.900024,25/06/2015,264.799988,2015-06-25,554.812439,25/06/2015,1065
25/06/2015,703.299988,26/06/2015,265.200012,2015-06-26,550.384155,26/06/2015,1062.849976
26/06/2015,690.150024,29/06/2015,259.649994,2015-06-29,547.658997,29/06/2015,1056.650024
29/06/2015,684.224976,30/06/2015,262.75,2015-06-30,544.009216,30/06/2015,1067.150024
30/06/2015,692.900024,01/07/2015,267.75,2015-07-01,563.182678,01/07/2015,1072.349976
01/07/2015,704.125,02/07/2015,267.850006,2015-07-02,568.389648,02/07/2015,1058.199951
02/07/2015,717.674988,03/07/2015,269.399994,2015-07-03,570.287537,03/07/2015,1074.25
03/07/2015,714.424988,06/07/2015,270.799988,2015-07-06,568.584229,06/07/2015,1083.5
06/07/2015,721.950012,07/07/2015,272.899994,2015-07-07,570.530884,07/07/2015,1086.849976
07/07/2015,712.799988,08/07/2015,267.350006,2015-07-08,561.236084,08/07/2015,1068.849976
08/07/2015,707.099976,09/07/2015,267.75,2015-07-09,560.892761,09/07/2015,1074.050049
09/07/2015,705.200012,10/07/2015,270.549988,2015-07-10,567.171692,10/07/2015,1090.75
10/07/2015,709.400024,13/07/2015,273.700012,2015-07-13,570.948975,13/07/2015,1096.150024
13/07/2015,715,14/07/2015,268.200012,2015-07-14,572.862122,14/07/2015,1091.849976
14/07/2015,710.700012,15/07/2015,268.049988,2015-07-15,572.960205,15/07/2015,1096.699951
15/07/2015,712.299988,16/07/2015,272.200012,2015-07-16,597.144226,16/07/2015,1114.699951
16/07/2015,741.25,17/07/2015,271.100006,2015-07-17,590.718018,17/07/2015,1110.550049
17/07/2015,733.150024,20/07/2015,267.450012,2015-07-20,588.559631,20/07/2015,1115.25
20/07/2015,736.599976,21/07/2015,264.299988,2015-07-21,573.5979,21/07/2015,1098.050049
21/07/2015,720.650024,22/07/2015,268.549988,2015-07-22,578.699585,22/07/2015,1114.400024
22/07/2015,728.650024,23/07/2015,270.049988,2015-07-23,572.714966,23/07/2015,1107.900024
23/07/2015,720.349976,24/07/2015,263.25,2015-07-24,569.477356,24/07/2015,1107.849976
24/07/2015,724.700012,27/07/2015,258.450012,2015-07-27,545.293274,27/07/2015,1095.849976
27/07/2015,715,28/07/2015,259.200012,2015-07-28,550.640259,28/07/2015,1108.5
28/07/2015,729.400024,29/07/2015,253.600006,2015-07-29,556.477783,29/07/2015,1108.349976
29/07/2015,725.950012,30/07/2015,256.799988,2015-07-30,555.006104,30/07/2015,1110.550049
30/07/2015,716.799988,31/07/2015,270.049988,2015-07-31,562.658691,31/07/2015,1111.650024
31/07/2015,695.400024,03/08/2015,281.049988,2015-08-03,565.798218,03/08/2015,1095.400024
03/08/2015,690.200012,04/08/2015,288.600006,2015-08-04,569.133911,04/08/2015,1086.449951
04/08/2015,690.849976,05/08/2015,285.399994,2015-08-05,569.428284,05/08/2015,1092.199951
05/08/2015,691.900024,06/08/2015,289.049988,2015-08-06,573.696045,06/08/2015,1095.949951
06/08/2015,706.799988,07/08/2015,281.299988,2015-08-07,569.330078,07/08/2015,1092.650024
07/08/2015,705,10/08/2015,282.75,2015-08-10,565.013306,10/08/2015,1094.650024
10/08/2015,707.299988,11/08/2015,268.799988,2015-08-11,560.451233,11/08/2015,1094.699951
11/08/2015,704.700012,12/08/2015,256.350006,2015-08-12,547.304504,12/08/2015,1070.449951
12/08/2015,686.150024,13/08/2015,259.299988,2015-08-13,556.821167,13/08/2015,1077.550049
13/08/2015,690.75,14/08/2015,268.5,2015-08-14,559.224854,14/08/2015,1101.800049
14/08/2015,717.700012,17/08/2015,279.75,2015-08-17,550.787415,17/08/2015,1091.5
17/08/2015,719.799988,18/08/2015,284.799988,2015-08-18,550.738342,18/08/2015,1086.349976
